Unnamed: 0,Título,Ingredientes,Preparacion,NER,Imagen
165,Pechugas de Pollo con Arroz Salvaje,1 3/4 tazas de arroz largo y salvaje de cocción rápida o arroz común&1 lata (10 3/4 oz.) de sopa concentrada de champiñones o pollo (sin diluir)&1 lata (10 3/4 oz.) de sopa concentrada de cebolla francesa (sin diluir)&frasco de 2 1/2 oz. de champiñones en rodajas (sin escurrir)&1/2 taza de agua&4 pechugas de pollo&2 cucharadas de mantequilla derretida o margarina&1/4 taza de migajas de copos de maíz o migajas de galleta,"Combinar los primeros 5 ingredientes.&Verter en una fuente para microondas engrasada de 9 x 13 pulgadas.&Colocar las pechugas de pollo encima de la mezcla de arroz, con el lado pesado de las pechugas en las esquinas de la fuente.&Pintar con mantequilla derretida o margarina y espolvorear uniformemente con migajas de copos de maíz.",arroz salvaje&sopa concentrada&sopa de cebolla francesa&champiñones&agua&pechugas de pollo&mantequilla&migajas de copos de maíz,https://i.pinimg.com/474x/80/be/6e/80be6eec831feb6b5bfe8aa8a1e20dea.jpg
166,Judías Verdes Criollas,"1 pimiento verde, picado&1 cebolla, picada&2 cucharadas de grasa de tocino&1 cucharada de harina&1 cucharadita de sal&1 cucharadita de azúcar&pizca de pimentón&1 lata (16 oz.) de tomates&1 lata (16 oz.) de guisantes verdes","Saltear el pimiento verde y la cebolla en la grasa caliente de tocino hasta que estén tiernos. Agregar la harina, la sal, el azúcar y el pimentón.&Revolver hasta que estén mezclados. Agregar los tomates y cocinar a fuego lento durante unos 15 minutos.&Incorporar los guisantes verdes; calentar y servir.",pimiento verde&cebolla&grasa de tocino&harina&sal&azúcar&pimentón&tomates&guisantes verdes,https://i.pinimg.com/474x/cd/db/c0/cddbc08efa0af7fd03ce34ec6892f29f.jpg
167,Pan de Plátano,"2 huevos&3 plátanos, cortados en trozos pequeños&1 barra de mantequilla, cortada en trozos pequeños&1 taza de azúcar&1 3/4 tazas de harina&3/4 cucharadita de bicarbonato de sodio&1 1/4 cucharadita de cremor tártaro&1 taza de nueces picadas (opcional)","Mezclar los huevos, los plátanos, la mantequilla y el azúcar en una licuadora o procesador de alimentos.&Mezclar los ingredientes restantes.&Agregar las dos mezclas.&Verter en un molde engrasado y hornear a 350 °F durante 45 minutos.",huevos&plátanos&mantequilla&azúcar&harina&bicarbonato de sodio&cremor tártaro&nueces,https://i.pinimg.com/474x/fa/9b/6a/fa9b6ad623d0cd902690b9a68d662d8a.jpg
168,Rulos de Hash de Carne Enlatada,Bisquick&lata de hash de carne enlatada&mostaza&sal y pimienta al gusto,"Preparar la masa según las instrucciones de Bisquick en la caja.&Estirar hasta que tenga aproximadamente 1 pulgada de grosor.&(Formar, a medida que se estira, una forma alargada.)&Untar finamente con una cuchara mostaza sobre la masa. Luego, salpimentar al gusto.&Distribuir el hash de carne enlatada sobre la mostaza, y espolvorear con sal y pimienta.&Luego, enrollar de forma segura en sentido longitudinal y congelar en una fuente para horno.&Cuando esté congelado, sacar y, con un cuchillo afilado, cortar el rollo en rodajas de 3/4 a 1 pulgada.&Hornear en horno moderado a aproximadamente 350 °F durante 15 o 20 minutos o congelar individualmente y recalentar congelado durante un período de tiempo más largo.&Ya sea que se sirva de inmediato o después de congelar, verter encima ya sea una salsa de queso crema o una salsa hecha con 1 lata de sopa de crema de apio, añadiendo un poco de agua.&¡Un buen almuerzo!",Bisquick&hash de carne enlatada&mostaza&sal,https://i.pinimg.com/564x/d3/54/46/d35446716b82443435d63b1a627b2c08.jpg
169,Patatas de Patio,1 bolsa (2 lb.) de hash browns descongeladas&1/2 taza de margarina derretida&1/2 cucharadita de sal&1/2 cucharadita de pimienta&1/2 taza de cebolla picada&1 lata de sopa de crema de champiñones&1 pt. de crema agria&10 oz. o 2 tazas de queso cheddar fuerte rallado,Mezclar todo y ponerlo en una fuente para horno de 9 x 13 pulgadas engrasada.&Cubrir con 2 tazas de copos de maíz triturados (mezclados) y 1/2 taza de margarina derretida.&Hornear a 350 °F durante 45 minutos.,hash browns&margarina&sal&pimienta&cebolla&sopa de crema de champiñones&crema agria&queso cheddar fuerte,https://i.pinimg.com/474x/4c/72/c9/4c72c985ac4e2275a2398ee13c0c134c.jpg
170,Biscuits Sky High,"3 tazas de harina&4 1/2 cucharaditas de polvo de hornear&2 cucharadas de azúcar&1/2 cucharadita de sal&3/4 de taza de crema de tártaro&3/4 de taza de mantequilla&1 huevo, batido&1 taza de leche",Combinar los ingredientes secos.&Cortar la mantequilla como si se tratara de masa para tarta.&Agregar rápidamente la leche y el huevo y revolver brevemente.&Amasar durante unos minutos.&Extender hasta obtener un grosor de 1 pulgada.&Cortar los bizcochos.&Hornear a 450 °F durante 12 a 15 minutos en una bandeja para galletas engrasada.,harina&polvo de hornear&azúcar&sal&crema de tártaro&mantequilla&huevo&leche,https://i.pinimg.com/474x/a2/6b/64/a26b646e4e30449ec40af94e959d2cc2.jpg
171,Lasaña,1 lb. de carne de res magra&1 frasco de salsa de espagueti Ragu (sin condimentos)&1 recipiente pequeño de queso Ricotta&1 paquete de láminas de lasaña (aproximadamente 8 láminas)&1 bolsa grande de queso Mozzarella rallado preenvasado,"En una sartén grande, dorar la carne de res.&Escurrir la grasa.&Revolver en el frasco de salsa de espagueti.&Calentar hasta que esté caliente.&En una cacerola de 3 a 4 cuartos de galón, llenar hasta aproximadamente una pulgada por debajo del borde con agua. Llevar a ebullición y agregar las láminas de lasaña.&Cocinar hasta que estén blandas.&En una fuente grande para horno (de 8 x 10 pulgadas o más grande), cubrir el fondo con 4 láminas.&Cubrir con Mozzarella (y Ricotta si lo tienes) y comenzar tu próxima capa de láminas.&Hornear en el horno a 350 °F hasta que el queso se derrita.",carne de res magra&queso Ricotta&láminas de lasaña&queso Mozzarella,https://i.pinimg.com/474x/6e/04/05/6e0405bc7c4b4430077603049773440f.jpg
172,Ensalada Alemana de Patata,"4 libras de patatas nuevas (piel roja)&2 cebollas de buen tamaño, picadas finamente&3 tallos de apio, picados finamente&1/2 taza de vinagre de sidra&1/2 taza de grasa caliente de tocino&8 tiras de tocino, frito y desmenuzado&sal y pimienta al gusto&perejil","Hervir las patatas hasta que estén cocidas.&Pelar y cortar en rodajas mientras aún están calientes.&Revolver mientras se vierte el vinagre y la grasa caliente.&Adornar con el tocino y el perejil picado, si está disponible.&Espolvorear con azúcar si está demasiado ácido debido al vinagre.",patatas nuevas&cebollas&apio&vinagre de sidra&grasa caliente de tocino&tocino&sal&perejil,https://i.pinimg.com/474x/de/93/60/de9360b7a998e01bfe5a9034f5257b82.jpg
173,Pastel de Coco,4 huevos&2 tazas de leche&1 cucharadita de vainilla&1/4 de taza de mantequilla derretida&1 3/4 de taza de azúcar&1/2 de taza de harina con levadura&1 1/2 de taza de coco,"Mezclar la harina, el azúcar y el coco en un bol.&Batir los huevos y agregar la leche, la mantequilla y el saborizante. Luego agregar los ingredientes secos.&Verter en un molde para pastel engrasado y hornear a 350 °F durante 45 minutos a 1 hora o hasta que esté dorado.&Este pastel forma su propia corteza.",huevos&leche&vainilla&mantequilla&azúcar&harina&coco,https://i.pinimg.com/474x/6b/52/63/6b52630bb4123000d8eb5c1e5a0dbfed.jpg
174,Albóndigas,carne molida&harina&sal y pimienta al gusto,"Mezclar la carne molida con sal y pimienta y suficiente harina para que la carne se mantenga unida.&Formar bolitas de carne. Rebozar las bolitas de carne en más harina.&Dejar las bolitas de carne en agua hirviendo y cocinar. Se formará su propia salsa.&Servir sobre arroz o puré de papas. Se puede añadir más condimentos al gusto, ya que son muy suaves.",carne molida&harina&sal,https://i.pinimg.com/474x/07/6f/f8/076ff8b033e5bae500b423532286678c.jpg
175,Panqueques de Mamá,1 taza de harina de todo uso cernida&2 cucharaditas de polvo de hornear&1/2 cucharadita de sal&2 cucharadas de azúcar&1 huevo&1 taza de leche&3 cucharadas de mantequilla o margarina derretida,"Tamizar la harina con el polvo de hornear, la sal y el azúcar en un bol mediano.&Batir el huevo con una batidora de mano.&Agregar la leche y la mantequilla derretida; batir hasta que todo esté bien mezclado.&Verter esto en los ingredientes secos; batir solo hasta que estén combinados.&La masa estará grumosa.",harina&polvo de hornear&sal&azúcar&huevo&leche&mantequilla,https://i.pinimg.com/474x/85/47/bf/8547bfb14eff8f8209dbfd0aaded8dd8.jpg
176,Besos de Pecan, 1 clara de huevo&2/3 taza de azúcar moreno claro&1 cucharadita de vainilla&4 tazas de nueces enteras, Bate la clara de huevo hasta que esté a punto de nieve.&Añade el azúcar y la vainilla; mezcla bien. Sumerge 2 o 3 nueces a la vez.&Colócalas en una bandeja para hornear sin engrasar. Hornea a 250 °F durante 30 minutos.&Déjalas en el horno durante 30 minutos adicionales con el horno apagado., clara de huevo&azúcar moreno claro&vainilla&nueces,https://i.pinimg.com/474x/c4/86/dc/c486dc8abc223c1b90ab241a1cc7dd69.jpg
177,Cazuela de Pizza, 1 libra de carne molida&14 onzas de salsa Pizza Quick&2 tazas de queso Mozzarella rallado&1 frasco de champiñones en rodajas&3/4 taza de mezcla para galletas&1 1/2 tazas de leche&2 huevos," Dora la carne; revuélvela para desmenuzarla.&Escúrrela.&Coloca la carne en una fuente para horno de 8 pulgadas.&Cubre con la salsa, el queso Mozzarella y los champiñones en rodajas.&Combina la mezcla para galletas, la leche y los huevos; bate hasta que quede suave y vierte uniformemente sobre la cazuela.&Hornea a 400 °F durante 30 a 35 minutos.", carne molida&salsa&queso Mozzarella&champiñones&mezcla para galletas&leche&huevos,https://i.pinimg.com/474x/f3/a9/f9/f3a9f997e1359ce46eb22b71b4192b27.jpg
178,Brownies sin Hornear,"1 paquete de 12 onzas (2 tazas) de chispas de chocolate semi dulce&1 lata de 14 onzas de leche condensada azucarada&1 paquete de 8 1/2 onzas de galletas de chocolate, trituradas finamente&1 taza de nueces picadas, divididas"," Derrite las chispas de chocolate sobre agua caliente (no hirviendo); revuelve hasta que estén suaves.&Añade la leche condensada azucarada, las migajas de galleta de chocolate y media taza de nueces; revuelve hasta que estén bien mezcladas.&Presiona la mezcla en un molde cuadrado de 8 pulgadas forrado con papel aluminio.&Presiona la mitad restante de taza de nueces en la parte superior de los brownies.&Deja reposar a temperatura ambiente hasta que esté firme. Corta en cuadros de 2 pulgadas.", chispas de chocolate semi dulce&leche condensada azucarada&galletas de chocolate&nueces,https://i.pinimg.com/474x/ce/4a/da/ce4ada640420298a1a24d80f6e36f93f.jpg
179,Cazuela de Brócoli,"1 paquete de brócoli picado congelado&1/2 taza de sopa de champiñones&1/2 taza de mayonesa&1 huevo batido&1 cebolla pequeña, picada&sal y pimienta", Cocina el brócoli según las indicaciones del paquete.&Escúrrelo. Colócalo en una fuente.&Combina los demás ingredientes y cubre el brócoli. Espolvorea queso rallado o migas de galletas Ritz trituradas por encima.&Hornea a 350 °F durante 40 minutos., brócoli&sopa de champiñones&mayonesa&huevo&cebolla&sal,https://i.pinimg.com/474x/6e/73/fb/6e73fbcf317804dd24a93047b01099c6.jpg
180,Barras de Fruta,"1 1/4 taza de harina de todo uso&1 1/2 cucharaditas de levadura en polvo&1/2 cucharadita de extracto de almendra&1 taza de nueces picadas&1/2 taza de cerezas marrasquino picadas, escurridas&1 taza de azúcar&1 cucharadita de sal&3 huevos&1 taza de dátiles cortados o pasas enteras&1 paquete de 6 onzas de chispas de chocolate semi dulce"," Precalienta el horno a 350 °F.&Mezcla la harina, el azúcar, el polvo de hornear, la sal, el extracto de almendra y los huevos.&Añade el resto de los ingredientes.&Extiende la masa en una bandeja engrasada (13 x 9 x 2 pulgadas).&Hornea hasta que estén doradas, de 30 a 35 minutos.", harina&levadura en polvo&extracto de almendra&nueces&cerezas marrasquino&azúcar&sal&huevos&dátiles&chispas de chocolate semi dulce,https://i.pinimg.com/474x/31/e9/fa/31e9fa8ff9277afff50188e8b5a6ffeb.jpg
181,Hamburguesa China,1 libra de carne de res molida&2 cucharadas de aceite&1 cebolla picada&1 costilla de apio picada&1 taza de arroz cocido&1 lata de sopa de champiñones o de pollo concentrada&1 lata de sopa de cebolla francesa concentrada&1 1/2 tazas de agua caliente&1/4 de taza de salsa de soja&1/4 de cucharadita de pimienta&1 lata de tallarines chinos," Dora la carne de res. Añade la cebolla y el apio hasta que estén transparentes; escúrrelos. Añade las sopas, el arroz, la salsa de soja y la pimienta. Transfiere a una fuente para horno. Hornea a 350 °F durante 20 minutos. Cubre con los tallarines chinos y cocina durante 10 minutos más.", carne de res molida&aceite&cebolla&apio&arroz&sopa de champiñones&sopa de cebolla francesa&agua&salsa de soja&pimienta&tallarines chinos,https://i.pinimg.com/474x/dc/bb/09/dcbb0948dfd3e63cb0bcc15c33d63952.jpg
